Ticker,Summary,Label,Confidence,URL
TSLA,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/news/tesla-loses-china-fraud-case-134417684.html
TSLA,Electric vehicle company has been stuck in neutral for the majority of 2021. Tesla could deliver strong outperformance over the long term,NEGATIVE,0.9874534010887146,https://finance.yahoo.com/news/why-tesla-nasdaq-tsla-one-090300212.html
TSLA,"The Dow Jones, the S&P 500 and the Nasdaq are all in the green today. Dollar Tree to sell over $1 products in its Dollar Tree Plus stores",POSITIVE,0.9991242289543152,https://finance.yahoo.com/news/why-10-stocks-move-wednesday-165500409.html
TSLA,Tesla just obtained a patent for laser beam wiper technology.,NEGATIVE,0.995489776134491,https://finance.yahoo.com/news/institutions-own-fewer-tesla-inc-121320878.html
TSLA,Wood’s ARK Innovation ETF posted one of worst sessions in months. Tesla has generally outperformed in the global rout,NEGATIVE,0.9994449019432068,https://finance.yahoo.com/news/cathie-wood-sells-270-million-110334731.html
TSLA,"Tesla, Apple, Facebook, Amazon, and Alphabet all moved this week.",POSITIVE,0.9931678175926208,https://finance.yahoo.com/news/why-10-tech-stocks-moved-173615542.html
TSLA,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/news/tesla-steady-premarket-likely-nod-081308507.html
TSLA,"Wall Street expects record third-quarter deliveries. Tesla may have to clock in sales of about 750,000 in 2021",NEGATIVE,0.9844943881034851,https://finance.yahoo.com/news/tesla-reports-q3-deliveries-week-152058539.html
TSLA,Tesla Inc. (:TSLA) was in 60 hedge funds’ portfolios at the end of June.,NEGATIVE,0.9132583737373352,https://finance.yahoo.com/news/hedge-funds-aren-t-crazy-131412391.html
TSLA,Elon Musk's electric vehicle maker has made giant strides. Tesla has been consistently beating market expectations,POSITIVE,0.9995555281639099,https://finance.yahoo.com/news/analyzing-tesla-inc-tsla-future-151031009.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/news/buying-bitcoins-atms-kraken-says-124255490.html
BTC,Anthony Pompliano sees China crackdown as positive for U.S. economy. Chainalysis says East Asia already saw a decline in crypto trading volume,NEGATIVE,0.9259711503982544,https://finance.yahoo.com/news/crypto-investors-should-be-thanking-china-for-this-says-anthony-pompliano-150308373.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/news/bitcoin-method-moving-country-forward-150000124.html
BTC,Galaxy Digital CEO expects more chop in crypto. Novogratz still expects strong fourth quarter for crypto,NEGATIVE,0.9979314804077148,https://finance.yahoo.com/news/important-levels-bitcoin-ethereum-mike-143814130.html
BTC,ETC is Canada's first multicurrency ETF. Ether and bitcoin make up around 65 per cent of the cryptocurrency market,POSITIVE,0.986530601978302,https://ca.finance.yahoo.com/news/first-etf-combining-bitcoin-and-ethereum-launches-in-canada-145811246.html
BTC,"Bitcoin Latinum is a greener, faster, and more secure version of Bitcoin.",POSITIVE,0.99866783618927,https://finance.yahoo.com/news/bitcoin-latinum-ltnm-announces-upcoming-152200564.html
BTC,"Shares of Marathon Digital, Riot Blockchain and Bit Digital are trading lower.",NEGATIVE,0.9996521472930908,https://finance.yahoo.com/news/why-bitcoin-related-ethereum-related-165348779.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/news/billionaire-venture-capitalist-believes-gold-002834415.html
BTC,"Early repayment of loans payable which are repayable in Bitcoin on September 29, 2021.",NEGATIVE,0.7991209030151367,https://finance.yahoo.com/news/correction-source-canada-computational-unlimited-014900346.html
BTC,"Chainlink, Bitcoin Cash SV lead crypto market cap higher through early hours.",NEGATIVE,0.9874210357666016,https://finance.yahoo.com/news/bitcoin-price-prediction-bears-eye-123847250.html
